Excel Store Name,Excel City,Excel State,Match %,DB Store Name,DB City,DB Store ID,Status
"Reliance Digital- Kranti Hotel -TCB3","Samastipur","Bihar",24,"Digital Planet","Ranchi","store_002153","UNMATCHED"
"Reliance Digital- Rrl Cdit-Salem Main -TW2E","Dharmapuri","Tamil Nadu",24,"Croma-Dharmapuri-Salem Main Road","Dharmapuri","store_000542","UNMATCHED"
"Reliance Digital- Govindapuri Road Yam -T0UT","Yamunanagar","Haryana",24,"Croma-Yamunanagar-Gobindpuri Road","Yamunanagar","store_000434","UNMATCHED"
"Reliance Digital- Tiruvannamalai Road -T8XR","Viluppuram","Tamil Nadu",24,"Croma-Nadiad-Uttarsanda Road","Nadiad","store_000682","UNMATCHED"
"Reliance Digital- Rrl Cdit Kadri -T5WP","Kadiri","Andhra Pradesh",24,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Railway Road Koduru -T9ZI","Koduru","Andhra Pradesh",24,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rampurhat, Wb -T8EP","Rampurhat","West Bengal",24,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Saiworld Legend Shahad -T0WI","Mumbai","Maharashtra",24,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Value Plus -Roorkee (Malviya Chowk)","Roorkee","Uttarakhand",24,"VS-Pune(Dange Chowk)","Pune","store_001641","UNMATCHED"
"Value Plus -M/S Titu Enterprises Kbl Plaza (Vikas Nagar Ddn)","Dehradun","Uttarakhand",24,"ASP - MS Arth Enterprises","Delhi","store_001339","UNMATCHED"
"Value Plus -M/S Preet Electricals (Khatima)","Khatima","Uttar Pradesh",24,"AMIT ELECTRICALS","Jodhpur","store_001933","UNMATCHED"
"Value Plus -M/S Madhur Sales (Gulaothi)","Ghaziabad","Uttar Pradesh",24,"ASP - MS ATHARVA SALES AND SERVICES","Pune","store_001341","UNMATCHED"
"Value Plus -M/S Maxx Enterprise (Jorethang)","Ghaziabad","Uttar Pradesh",24,"ASP - MS Arth Enterprises","Delhi","store_001339","UNMATCHED"
"Reliance Digital - Galaxy Mall(Asansol)","Kolkata","West Bengal",24,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Total Gadget World-North Delhi","Delhi","Delhi",24,"SM GADGET DEALS","Delhi","store_000941","UNMATCHED"
"Hitachi Home - R K Vision Lodhi Road","Delhi","Delhi",24,"R K VIDEO","Jammu","store_001927","UNMATCHED"
"Om Sai Traders South Sant Nagar","Delhi","Delhi",24,"Croma-Delhi-Uttam Nagar","Delhi","store_000380","UNMATCHED"
"Amit Enterprises-Sarojini Nagar Market","Delhi","Delhi",24,"VS-DELHI(KRISHNA NAGAR)","Delhi","store_000108","UNMATCHED"
"Happy Refrigeration-Dwarka","Delhi","Delhi",24,"CHAWLA REFRIGERATION LLP","Delhi","store_000861","UNMATCHED"
"Smile Stores- Bivhan Road Kanpur","Lucknow","Uttar Pradesh",24,"SMILE STORE","Kanpur","store_001994","UNMATCHED"
"Hitachi Home - U.A.Associate-Muzaffarpur","Patna","Bihar",24,"THE HOME MAKERS","Bhubaneswar","store_001710","UNMATCHED"
"Arceeika Electronic-Panvel","Mumbai","Maharashtra",24,"AMBIKA ELECTRONICS","Delhi","store_000906","UNMATCHED"
"Vs - Jaynagar","Bangalore","Karnataka",24,"VS-Ts(Hayathnagar)","Hyderabad","store_000216","UNMATCHED"
"Potdar Tractors","Jabalpur","Madhya Pradesh",24,"POOJA TRADERS","Kanpur","store_001983","UNMATCHED"
"Acumen (J) Marketing Pvt Lmt-Kolkat","Kolkata","West Bengal",24,"MAHAJAN MARKETING","Jammu","store_001921","UNMATCHED"
"Aashapura The Mobile Shoppee (Mira Road)","Mumbai","Maharashtra",24,"Croma-Patiala-Bhupendra Road","Patiala","store_000435","UNMATCHED"
"Bhanushali Mobile Point (Ghatkopar)","Mumbai","Maharashtra",24,"Croma-Shillong-IGP Point","Shillong","store_000462","UNMATCHED"
"Cell World Nx (Govandi)","Mumbai","Maharashtra",24,"ELECTRONICS WORLD","Udaipur","store_002181","UNMATCHED"
"B N X  Smart Phone","Mumbai","Maharashtra",24,"ASP - smart service","Lucknow","store_001348","UNMATCHED"
"Kore @ G T Road - Aligarh | Up","Aligarh","Uttar Pradesh",24,"VS-Haryana(M G Road) Br","Gurugram","store_000200","UNMATCHED"
"Kore @ Rupam Chowk | Gj","Bhavnagar","Gujarat",24,"Croma-Delhi-Ramphal Chowk","Delhi","store_000398","UNMATCHED"
"Kore @ Gautam Buddha Nagar | Up","Noida","Uttar Pradesh",24,"VS-Delhi(Uttam Nagar) Br","Delhi","store_000167","UNMATCHED"
"Hotspot- Delhi-Kalkaji-Iii","Delhi","Delhi",23,"VS-Delhi(Kalkaji) Br","Delhi","store_000190","UNMATCHED"
"Hotspot- Vikas Marg-V","Delhi","Delhi",23,"Croma-Kanpur-Awas Vikas","Kanpur","store_000289","UNMATCHED"
"Hotspot- Haryana - Panchkula Ii","Panchkula","Haryana",23,"HARYANA REDIOS","Ludhiana","store_002079","UNMATCHED"
"Hotspot- Punjab-Patiala","Patiala","Punjab",23,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Punjab - Chandni Chowk Patiala","Patiala","Punjab",23,"VS-Pune(Dange Chowk)","Pune","store_001641","UNMATCHED"
"Hotspot- Rajasthan - Bikaner Lunkaransar","Bikaner","Rajasthan",23,"NEW RAJASTHAN FURNITURE HOUSE","Jodhpur","store_001939","UNMATCHED"
"Hotspot- Rajasthan -Jodhpur","Jodhpur","Rajasthan",23,"NEW RAJASTHAN FURNITURE HOUSE","Jodhpur","store_001939","UNMATCHED"
"Hotspot- Haryana-Kurukshetra","Kurukshetra","Haryana",23,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Reliance Digital -Rrl Cdit Ss High Poi -T7BJ","Gurgaon","Haryana",23,"SS DIGITAL ZONE","Hooghly","store_001072","UNMATCHED"
"Reliance Digital -Rrl Cdit City Mall Bhopal Sto -8902","Bhopal","Madhya Pradesh",23,"Croma-Hyderabad-Sarath City Mall","Hyderabad","store_000488","UNMATCHED"
"Reliance Digital -Rrl Cdit-Itangar -T1CA","Itanagar","Arunachal Pradesh",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Dwarka -9595","Delhi","Delhi",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Cdit- Dunlop -TSF5","Kolkata","West Bengal",23,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Reliance Digital -Rrl Cdit Lulu Mall B -TB1G","Bangalore","Karnataka",23,"LULU DIGITAL","North And Middle Andaman","store_001068","UNMATCHED"
"Reliance Digital- Rrl Cdit-Kengeri -TSF3","Bangalore","Karnataka",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Narapally Hyderabad -TR67","Hyderabad","Telangana",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Mudichur -T765","Chennai","Tamil Nadu",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Jorhat -3845","Jorhat","Assam",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Mohinpura Siddipet -9183","Siddipet","Telangana",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Balanagar Hyderabad -T750","Hyderabad","Telangana",23,"Digital Planet","Ranchi","store_002153","UNMATCHED"
"Reliance Digital- Rrl Cdit-Doddaballap -TZZS","Doddaballapura","Karnataka",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit- Bypass Roa -TVL0","Madurai","Tamil Nadu",23,"Croma-Nellore-Mini Bypass Road","Nellore","store_000502","UNMATCHED"
"Reliance Digital- Rrl Cdit-Nirmal -T43O","Nirmal","Telangana",23,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Reliance Digital- Phoenix Mall, Indore -8944","Indore","Madhya Pradesh",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Bm Road -TVK9","Kushalnagar","Karnataka",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrlcdit- Mii Square -TVK3","Raipur","Chhattisgarh",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Dimpaur -TZZO","Dimapur","Nagaland",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Balasore -9611","Balasore","Odisha",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit- Indrapuri -TVL1","Bhopal","Madhya Pradesh",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit- Sanagaredd -T9RJ","Sangareddy","Telangana",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Sundergarh -TSE6","Sundergarh","Odisha",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Shivdhari -T3BB","Ambikapur","Chhattisgarh",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Nagarbhavi Bangalore -3852","Bangalore","Karnataka",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit City Mall Kota Store -8932","Kota","Rajasthan",23,"Croma-Hyderabad-Sarath City Mall","Hyderabad","store_000488","UNMATCHED"
"Reliance Digital- Bb-Pune-Amanora Park -T75V","Pune","Maharashtra",23,"Croma-Ahmedabad-Ranna Park","Ahmedabad","store_000333","UNMATCHED"
"Reliance Digital- Bellary Karnataka -TQ28","Bellary","Karnataka",23,"Digital Planet","Ranchi","store_002153","UNMATCHED"
"Reliance Digital- Orion Avenue Mall -T0UR","Bangalore","Karnataka",23,"Croma-Chandigarh-Elante Mall","Chandigarh","store_000254","UNMATCHED"
"Reliance Digital- Rrl Cdit Hassan -TJ5N","Hassan","Karnataka",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Suryapet Telangana -TC79","Suryapet","Telangana",23,"Digital Planet","Ranchi","store_002153","UNMATCHED"
"Reliance Digital- Rrl Cdit Mandya -T8DD","Mandya","Karnataka",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit- Makroniya -T83J","Sagar","Karnataka",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Naihati -TXFX","Kolkata","West Bengal",23,"DIGITAL DUNIYA","Patna","store_002114","UNMATCHED"
"Reliance Digital- Rrl Cdit Kadapa -6918","Cuddapah","Andhra Pradesh",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Ambedkar Chauraha -TC0J","Orai","Uttar Pradesh",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrlcdit Vidyaranyap -T2VH","Bangalore","Karnataka",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Singanallur -T9MM","Coimbatore","Tamil Nadu",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Badlapur -TN71","Mumbai","Maharashtra",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Tonk Road -TVL2","Jaipur","Rajasthan",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Budge Budge -TM84","Kolkata","West Bengal",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Nagaram Hyerabad -TR12","Hyderabad","Telangana",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Tumkur -T2RY","Tumkur","Karnataka",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Trivandrum -TARE","Tirunelveli","Tamil Nadu",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Patel Nagar -TVM0","Delhi","Delhi",23,"VS-Delhi(Patel Nagar) Br","Delhi","store_000151","UNMATCHED"
"Reliance Digital- Rrl Cdit Bulundshahr -T6EU","Bulandsahar","Uttar Pradesh",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Lathi Road -T43N","Amreli","Gujarat",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Giridih -T2LK","Giridih","Jharkhand",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Harur -TC2W","Dharmapuri","Tamil Nadu",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Gondal Road -TZZZ","Rajkot","Gujarat",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Tnhb Road -TVL3","Thiruvallur","Tamil Nadu",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Kumbakonam -T2LB","Kumbakonam","Tamil Nadu",23,"Vasanth & Co KUMBAKONAM - (1404)","Chennai","store_001614","UNMATCHED"
"Reliance Digital- Madari Malancha -TC3Z","Kolkata","West Bengal",23,"Digital Planet","Ranchi","store_002153","UNMATCHED"
"Reliance Digital- Rrl Cdit Gip Noida -8951","Noida","Uttar Pradesh",23,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Faridabad Sector 82","Faridabad","Haryana",23,"Croma-Delhi-Dwarka Sector 12","Delhi","store_000388","UNMATCHED"
"Value Plus -Rudrapur(Udham Singh Nagar)","Udham Singh Nagar","Uttar Pradesh",23,"VS-DELHI(KRISHNA NAGAR)","Delhi","store_000108","UNMATCHED"
"Value Plus -M/S Amar Agencies (Nanpara)","Ghaziabad","Uttar Pradesh",23,"BANKE BIHARI AGENCIES","Kanpur","store_001955","UNMATCHED"
"Value Plus -M/S Roop Watch And Mobiles (Ajmer)","Ghaziabad","Uttar Pradesh",23,"ASP - MS ATHARVA SALES AND SERVICES","Pune","store_001341","UNMATCHED"
"Value Plus -M/S N. K. Plaza(Dholpur)","Ghaziabad","Uttar Pradesh",23,"K N MARKETING","Lucknow","store_002045","UNMATCHED"
"Value Plus -Slg (Burdwan Road)","Ghaziabad","Uttar Pradesh",23,"VS-Surat(Ved Road)","Surat","store_000156","UNMATCHED"
"Vs - Bopal","Ahmedabad","Gujarat",23,"VS-Ts(Boduppal)","Hyderabad","store_000094","UNMATCHED"
"Hitachi Studio-Koolex Air Conditioners-Dlf Phase 4","Gurgaon","Haryana",23,"AJAI REFRIGRATION & AIR CONDITIONER WORKS","Kanpur","store_001951","UNMATCHED"
"Hitachi Studio - Daksh Air Con","Delhi","Delhi",23,"ASP - SAI AIR COOL","Delhi","store_001371","UNMATCHED"
"Deep Paras Electrovision-Sectro -10, Faridabad","Gurgaon","Haryana",23,"VS-Haryana(New Faridabad)","Faridabad","store_000105","UNMATCHED"
"New Light Store-Danapur Cantt","Patna","Bihar",23,"NEW CHITRA MALAKAR","Kolkata","store_002016","UNMATCHED"
"Sachdeva Electronics-Bistupur","Patna","Bihar",23,"ANIL ELECTRONICS BABARPUR","Delhi","store_000924","UNMATCHED"
"Air Tech Climate Solution-Thamarassery","Ernakulam","Kerala",23,"CLIMATE WORLD","Lucknow","store_002040","UNMATCHED"
"Hitachi Studio Arctic Appliances Gandhingar","Ahmedabad","Gujarat",23,"MALANCHA APPLIANCES","North 24 Parganas","store_000756","UNMATCHED"
"Reliance Digital- Rrl Cdit-Tb Junction -TATS","Thiruvalla","Kerala",23,"Croma-Kalyan-Metro Junction Mall","Thane","store_000651","UNMATCHED"
"Reliance Digital- Rrl Cdit Stadium Bye Pass Road -TW82","Palakkad","Kerala",23,"Croma-Palakkad-Stadium Bypass Road","Palakkad","store_000570","UNMATCHED"
"Kore @ Gondal Road - Rajkot | Gj","Ahmedabad","Gujarat",23,"Croma-Guna-AB Road","Guna","store_000363","UNMATCHED"
"Kore @ Naroda | Gj","Ahmedabad","Gujarat",23,"Croma-Ahmedabad-Nava Naroda","Ahmedabad","store_000328","UNMATCHED"
"Vs - Delhi(Bhajanpura)","Delhi","Delhi",23,"VS-Delhi(Durgapuri)","Delhi","store_000131","UNMATCHED"
"Hello Thanekars Mobiles And Accessories","Mumbai","Maharashtra",23,"PRINCE MOBILES & ELECTRONICS","Kanpur","store_001986","UNMATCHED"
"Kore @ Dilshad Garden | Dl","Delhi","Delhi",23,"VS-Delhi(Rajouri Garden) Br","Delhi","store_000090","UNMATCHED"
"Kore @ Kothariya Road - Rajkot | Gj","Rajkot","Gujarat",23,"Croma-Kottayam-MC Road","Kottayam","store_000580","UNMATCHED"
"Kore @ Mahuva - 2 | Gj","Bhavnagar","Gujarat",23,"Vasanth & Co MADURAI -2 - (1303)","Madurai","store_001624","UNMATCHED"
"Kore @ Shankar Nagar - Raipur | Cg","Raipur","Chhattisgarh",23,"RYS Kanti Nagar Godrej","Delhi","store_001123","UNMATCHED"
"Kore @ Adarsh Nagar - Sonipat | Hr","Sonipat","Haryana",23,"Croma-Mahbubnagar-Rajendra Nagar","Mahbubnagar","store_000563","UNMATCHED"
"Hotspot- Bihar-Parsha-Bazar","Saran","Bihar",22,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Bihar-Lakhisarai","Laksisarai","Bihar",22,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Delhi - Pehladpur","Delhi","Delhi",22,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Delhi - Jankpuri Ii","Delhi","Delhi",22,"VS-Delhi(Janakpuri) Br","Delhi","store_000104","UNMATCHED"
"Hotspot- Mp-Lashkar-Gwalior","Gwalior","Madhya Pradesh",22,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Punjab-Ferozepur","Ferozepur","Punjab",22,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Punjab-Moga","Moga","Punjab",22,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Punjab - Patiala","Patiala","Punjab",22,"PUNJAB T.V CENTRE","Ludhiana","store_002091","UNMATCHED"
"Hotspot- Rajasthan - Kotputli","Jaipur","Rajasthan",22,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Rajasthan - Paota","Jaipur","Rajasthan",22,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Kolkata Srirampur","Hooghly","West Bengal",22,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Reliance Digital -Rrl Cdit Central Mall Guwahati -8963","Guwahati","Assam",22,"Croma-Ghazibad- Gaur Central RDC Mall","Ghaziabad","store_000010","UNMATCHED"
"Reliance Digital -Rrl Cdit East Coast Road Thiru -8977","Chennai","Tamil Nadu",22,"Croma-Mumbai-Borivali East M G Road","Mumbai","store_000671","UNMATCHED"
"Reliance Digital -Rrl Cdit- Kanke Road -TY7C","Ranchi","Jharkhand",22,"Croma -Ranchi-Kanke Road","Ranchi","store_001060","UNMATCHED"
"Reliance Digital -Rrl Cdit Vizag Store -8841","Visakhapatnam","Andhra Pradesh",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Panjagutta Hyderabad -TB83","Hyderabad","Telangana",22,"Digital Planet","Ranchi","store_002153","UNMATCHED"
"Reliance Digital -Rrl Cdit Davanagere -T665","Davangere","Karnataka",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- New Delhi South Exte -TJW9","Delhi","Delhi",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Sarathy Ngr Vellore -6150","Vellore","Tamil Nadu",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Saraidhela -TI0Z","Dhanbad","Jharkhand",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit E 144 Main Road Saket -TNE5","Delhi","Delhi",22,"Croma-Surat-Varachha Main Road","Surat","store_000311","UNMATCHED"
"Reliance Digital- Rrl Cdit Navalur -9193","Chennai","Tamil Nadu",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Nalgonda Telangana -9184","Nalgonda","Telangana",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Shilpukri Guwahati -9632","Guwahati","Assam",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Ril Mall Nagarcoil -T592","Nagarcoil","Tamil Nadu",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl D Xpress Star Zone Nashik -8718","Nashik","Maharashtra",22,"SS DIGITAL ZONE","Hooghly","store_001072","UNMATCHED"
"Reliance Digital -Rrl Cdit Chinchwad -T768","Pune","Maharashtra",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Barrackpore -8699","Kolkata","West Bengal",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Sf Road Siliguri -TU39","Siliguri","West Bengal",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Ardee Mall -TX24","Gurgaon","Haryana",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Rajendra Na -TFJ5","Indore","Madhya Pradesh",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Poonamallee -9145","Chennai","Tamil Nadu",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Cdit-Spectrum Metro -TLL4","Noida","Uttar Pradesh",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Kondapur Hyd -TUF5","Hyderabad","Telangana",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Bearys City Center S -TC80","Shimoga","Karnataka",22,"HOME CITY CENTER","Patna","store_002119","UNMATCHED"
"Reliance Digital- Rrl Cdit Nagole Hyd -TUC5","Hyderabad","Telangana",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Sheth House -TXXH","Mumbai","Maharashtra",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Banashankar -T32N","Bangalore","Karnataka",22,"Digital Planet","Ranchi","store_002153","UNMATCHED"
"Reliance Digital- Kancharapara Kolkata -TG67","Kolkata","West Bengal",22,"Digital Planet","Ranchi","store_002153","UNMATCHED"
"Reliance Digital- Forum Heights Puttur -9162","Mangalore","Karnataka",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Selaiyur -T767","Chennai","Tamil Nadu",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Amalapuram -TZRA","Amalapuram","Andhra Pradesh",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Nizamabad Telangana -T754","Nizamabad","Telangana",22,"Digital Planet","Ranchi","store_002153","UNMATCHED"
"Reliance Digital- Rrl Cdit Girija Towe -TJ4W","Ranchi","Jharkhand",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Brookefield -T4LC","Bangalore","Karnataka",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Gowlidoddy Hyd -TFJ6","Hyderabad","Telangana",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Bijapur -3675","Bijapur","Karnataka",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit- Jessore Ro -TVL4","Habra","West Bengal",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Moshi Pune -T61V","Pune","Maharashtra",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit- Madhyamgra -T86Y","Kolkata","West Bengal",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Civil Lines Bareilly -TW40","Bareily","Uttar Pradesh",22,"Croma-Delhi-Civil Lines","Delhi","store_000389","UNMATCHED"
"Reliance Digital- Theni Tamilnadu -TW39","Theni","Tamil Nadu",22,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Reliance Digital- Rrl Cdit- Ashtapad -T82A","Nashik","Maharashtra",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit- Sipri Road -T9RG","Jhansi","Uttar Pradesh",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Wakad Pune -TNP5","Pune","Maharashtra",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Sambalpur -3814","Sambalpur","Odisha",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Baruipur -TB82","Kolkata","West Bengal",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Berhumpur -9114","Berhampur","Odisha",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrlcdit Riddhi Arcad -T6OZ","Mumbai","Maharashtra",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit- Toran Gard -T79S","Indore","Madhya Pradesh",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Gami Reaga -T2UZ","Mumbai","Maharashtra",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit- Mth Road -TXWA","Chennai","Tamil Nadu",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cditbangalore Ro -T4FB","Bangalore","Karnataka",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Miryalguda -TG9V","Miryalguda","Telangana",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit-Bettiah -T13M","Betiah","Bihar",22,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Reliance Digital- Rrl Cdit Vikaspuri -9594","Delhi","Delhi",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Sugam Sudh -T2WX","Kolkata","West Bengal",22,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
